Level,Ionization_Mode,DTXSID,Preferred_Name,MS_READY_DTXCID,MS_READY_FORMULA,MS_READY_MONOISOTOPIC_MASS,MS_READY_SMILES,mean_RT,Observed_Isomer,Isomer_Number,Isomer_Order,Spike_Conc,mean_Intensity,std_Intensity,SMILES,Molar_Conc,Intensity,Response_Factor,Log_Pred_Ionization_Eff,Log_Pred_Response_Factor,Predicted_Conc,Predicted_Conc_uM
High,Esi+,DTXSID9037612,Triazophos,DTXCID7017612,C12H16N3O3PS,313.0649996,CCOP(=S)(OCC)OC1=NN(C=N1)C1=CC=CC=C1,8.48,0,,,0.49,22623228,,CCOP(=S)(OCC)OC1=NN(C=N1)C1=CC=CC=C1,,22623228,,2.871731886,13.58692776,5.85635E-07,0.585634712
Mid,Esi+,DTXSID9037612,Triazophos,DTXCID7017612,C12H16N3O3PS,313.0649996,CCOP(=S)(OCC)OC1=NN(C=N1)C1=CC=CC=C1,8.48,0,,,0.122,8409402,,CCOP(=S)(OCC)OC1=NN(C=N1)C1=CC=CC=C1,,8409402,,2.871731886,13.58692776,2.17689E-07,0.217689435
Low,Esi+,DTXSID9037612,Triazophos,DTXCID7017612,C12H16N3O3PS,313.0649996,CCOP(=S)(OCC)OC1=NN(C=N1)C1=CC=CC=C1,8.48,0,,,0.024,1654560,,CCOP(=S)(OCC)OC1=NN(C=N1)C1=CC=CC=C1,,1654560,,2.871731886,13.58692776,4.28307E-08,0.042830659
High,Esi+,DTXSID0037522,Dialifor,DTXCID8017522,C14H17ClNO4PS2,393.0025151,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=C(C=CC=C2)C1=O,10.74,0,,,0.49,6581921,,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=C(C=CC=C2)C1=O,0.00000049,6581921,1.34325E+13,2.471984889,13.42979231,2.44659E-07,0.244658524
Mid,Esi+,DTXSID0037522,Dialifor,DTXCID8017522,C14H17ClNO4PS2,393.0025151,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=C(C=CC=C2)C1=O,10.74,0,,,0.122,2331747,,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=C(C=CC=C2)C1=O,0.000000122,2331747,1.91127E+13,2.471984889,13.42979231,8.66741E-08,0.086674055
Low,Esi+,DTXSID0037522,Dialifor,DTXCID8017522,C14H17ClNO4PS2,393.0025151,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=C(C=CC=C2)C1=O,10.74,0,,,0.024,434003,,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=C(C=CC=C2)C1=O,0.000000024,434003,1.80835E+13,2.471984889,13.42979231,1.61325E-08,0.016132453
High,Esi+,DTXSID5037498,Azinphos-ethyl,DTXCID3017498,C12H16N3O3PS2,345.0370707,CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O,8.39,0,,,0.49,6905737,,CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O,,6905737,,3.155533113,13.69848641,1.38269E-07,0.13826862
Mid,Esi+,DTXSID5037498,Azinphos-ethyl,DTXCID3017498,C12H16N3O3PS2,345.0370707,CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O,8.39,0,,,0.122,3413409,,CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O,,3413409,,3.155533113,13.69848641,6.83442E-08,0.068344241
Low,Esi+,DTXSID5037498,Azinphos-ethyl,DTXCID3017498,C12H16N3O3PS2,345.0370707,CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O,8.39,0,,,0.024,593162,,CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O,,593162,,3.155533113,13.69848641,1.18765E-08,0.011876457
High,Esi+,DTXSID7022120,Carbophenothion,DTXCID002120,C11H16ClO2PS3,341.973858,CCOP(=S)(OCC)SCSC1=CC=C(Cl)C=C1,12.22,0,,,0.49,1881170,,CCOP(=S)(OCC)SCSC1=CC=C(Cl)C=C1,,1881170,,2.366343896,13.38826619,7.69417E-08,0.076941714
Mid,Esi+,DTXSID7022120,Carbophenothion,DTXCID002120,C11H16ClO2PS3,341.973858,CCOP(=S)(OCC)SCSC1=CC=C(Cl)C=C1,12.22,0,,,0.122,681488,,CCOP(=S)(OCC)SCSC1=CC=C(Cl)C=C1,,681488,,2.366343896,13.38826619,2.78735E-08,0.027873533
Low,Esi+,DTXSID7022120,Carbophenothion,DTXCID002120,C11H16ClO2PS3,341.973858,CCOP(=S)(OCC)SCSC1=CC=C(Cl)C=C1,12.22,0,,,0.024,200852,,CCOP(=S)(OCC)SCSC1=CC=C(Cl)C=C1,,200852,,2.366343896,13.38826619,8.21505E-09,0.008215046
High,Esi+,DTXSID4032459,Phorate,DTXCID2012459,C7H17O2PS3,260.0128303,CCOP(=S)(OCC)SCSCC,10.09,0,,,0.49,1817186,,CCOP(=S)(OCC)SCSCC,,1817186,,1.86812597,13.19242307,1.16675E-07,0.116674598
Mid,Esi+,DTXSID4032459,Phorate,DTXCID2012459,C7H17O2PS3,260.0128303,CCOP(=S)(OCC)SCSCC,10.09,0,,,0.122,607556,,CCOP(=S)(OCC)SCSCC,,607556,,1.86812597,13.19242307,3.90089E-08,0.039008859
Low,Esi+,DTXSID4032459,Phorate,DTXCID2012459,C7H17O2PS3,260.0128303,CCOP(=S)(OCC)SCSCC,10.09,0,,,0.024,136738,,CCOP(=S)(OCC)SCSCC,,136738,,1.86812597,13.19242307,8.77943E-09,0.008779427
High,Esi+,DTXSID2024086,Ethion,DTXCID204086,C9H22O4P2S4,383.9876179,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,11.99,0,,,0.49,32391444,,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,0.00000049,32391444,6.6105E+13,2.889174004,13.59378404,8.25365E-07,0.825365427
Mid,Esi+,DTXSID2024086,Ethion,DTXCID204086,C9H22O4P2S4,383.9876179,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,11.99,0,,,0.122,10325732,,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,0.000000122,10325732,8.46371E+13,2.889174004,13.59378404,2.6311E-07,0.263109672
Low,Esi+,DTXSID2024086,Ethion,DTXCID204086,C9H22O4P2S4,383.9876179,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,11.99,0,,,0.024,1639928,,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,0.000000024,1639928,6.83303E+13,2.889174004,13.59378404,4.1787E-08,0.041786957
High,Esi+,DTXSID3037545,Ethiofencarb,DTXCID1017545,C11H15NO2S,225.0823499,CCSCC1=C(OC(=O)NC)C=CC=C1,4.92,0,,,0.732,43118468,,CCSCC1=C(OC(=O)NC)C=CC=C1,,43118468,,1.733110014,13.13935002,3.12834E-06,3.128335348
Mid,Esi+,DTXSID3037545,Ethiofencarb,DTXCID1017545,C11H15NO2S,225.0823499,CCSCC1=C(OC(=O)NC)C=CC=C1,4.92,0,,,0.244,16194234,,CCSCC1=C(OC(=O)NC)C=CC=C1,,16194234,,1.733110014,13.13935002,1.17493E-06,1.174925664
Low,Esi+,DTXSID3037545,Ethiofencarb,DTXCID1017545,C11H15NO2S,225.0823499,CCSCC1=C(OC(=O)NC)C=CC=C1,4.92,0,,,0.061,3292818,,CCSCC1=C(OC(=O)NC)C=CC=C1,,3292818,,1.733110014,13.13935002,2.38901E-07,0.238900857
High,Esi+,DTXSID3042477,Tolnaftate,DTXCID1022477,C19H17NOS,307.1030853,CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1,11.12,0,,,0.49,47177296,,CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1,,47177296,,3.860110005,13.9754466,4.99214E-07,0.499213643
Mid,Esi+,DTXSID3042477,Tolnaftate,DTXCID1022477,C19H17NOS,307.1030853,CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1,11.12,0,,,0.122,19907974,,CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1,,19907974,,3.860110005,13.9754466,2.10659E-07,0.210659217
Low,Esi+,DTXSID3042477,Tolnaftate,DTXCID1022477,C19H17NOS,307.1030853,CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1,11.12,0,,,0.024,3531693,,CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1,,3531693,,3.860110005,13.9754466,3.73711E-08,0.03737114
High,Esi+,DTXSID8024072,Diphenamid,DTXCID304072,C16H17NO,239.1310142,CN(C)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,6.39,0,,,0.49,35529952,,CN(C)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,,35529952,,3.567322996,13.86035576,4.90048E-07,0.490048271
Mid,Esi+,DTXSID8024072,Diphenamid,DTXCID304072,C16H17NO,239.1310142,CN(C)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,6.39,0,,,0.122,11682573,,CN(C)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,,11682573,,3.567322996,13.86035576,1.61132E-07,0.161132351
Low,Esi+,DTXSID8024072,Diphenamid,DTXCID304072,C16H17NO,239.1310142,CN(C)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,6.39,0,,,0.024,1943808,,CN(C)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,,1943808,,3.567322996,13.86035576,2.681E-08,0.026810049
High,Esi+,DTXSID2047353,SSR 241586 HCl,DTXCID5027354,C32H42Cl2N4O3,600.2633966,CN(C)C(=O)C1(CCN(CCC2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)CC1)N1CCCCC1,11.04,0,,,0.4655,60804872,,CN(C)C(=O)C1(CCN(CCC2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)CC1)N1CCCCC1,,60804872,,4.466269857,14.21372031,3.71722E-07,0.371721832
Mid,Esi+,DTXSID2047353,SSR 241586 HCl,DTXCID5027354,C32H42Cl2N4O3,600.2633966,CN(C)C(=O)C1(CCN(CCC2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)CC1)N1CCCCC1,11.04,0,,,0.1159,17184150,,CN(C)C(=O)C1(CCN(CCC2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)CC1)N1CCCCC1,,17184150,,4.466269857,14.21372031,1.05053E-07,0.105052827
Low,Esi+,DTXSID2047353,SSR 241586 HCl,DTXCID5027354,C32H42Cl2N4O3,600.2633966,CN(C)C(=O)C1(CCN(CCC2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)CC1)N1CCCCC1,11.04,0,,,0.0228,2823268,,CN(C)C(=O)C1(CCN(CCC2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)CC1)N1CCCCC1,,2823268,,4.466269857,14.21372031,1.72596E-08,0.017259642
High,Esi+,DTXSID0020446,Diuron,DTXCID00446,C9H10Cl2N2O,232.0170184,CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,5.7,0,,,0.49,20160320,,CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,0.00000049,20160320,4.11435E+13,2.525141541,13.45068752,7.14184E-07,0.714183653
Mid,Esi+,DTXSID0020446,Diuron,DTXCID00446,C9H10Cl2N2O,232.0170184,CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,5.7,0,,,0.122,6276298,,CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,0.000000122,6276298,5.14451E+13,2.525141541,13.45068752,2.22339E-07,0.222339201
Low,Esi+,DTXSID0020446,Diuron,DTXCID00446,C9H10Cl2N2O,232.0170184,CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,5.7,0,,,0.024,1465305,,CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,0.000000024,1465305,6.10544E+13,2.525141541,13.45068752,5.19087E-08,0.051908743
High,Esi+,DTXSID0020311,Monuron,DTXCID80311,C9H11ClN2O,198.0559907,CN(C)C(=O)NC1=CC=C(Cl)C=C1,3.23,0,,,0.49,12504328,,CN(C)C(=O)NC1=CC=C(Cl)C=C1,0.00000049,12504328,2.5519E+13,2.348207794,13.38113712,5.19904E-07,0.519904099
Mid,Esi+,DTXSID0020311,Monuron,DTXCID80311,C9H11ClN2O,198.0559907,CN(C)C(=O)NC1=CC=C(Cl)C=C1,3.23,0,,,0.122,4920124,,CN(C)C(=O)NC1=CC=C(Cl)C=C1,0.000000122,4920124,4.03289E+13,2.348207794,13.38113712,2.04569E-07,0.204568581
Low,Esi+,DTXSID0020311,Monuron,DTXCID80311,C9H11ClN2O,198.0559907,CN(C)C(=O)NC1=CC=C(Cl)C=C1,3.23,0,,,0.024,988659,,CN(C)C(=O)NC1=CC=C(Cl)C=C1,0.000000024,988659,4.11941E+13,2.348207794,13.38113712,4.11064E-08,0.041106397
High,Esi+,DTXSID7040287,Chloroxuron,DTXCID5020287,C15H15ClN2O2,290.0822054,CN(C)C(=O)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,8.15,0,,,0.49,39070464,,CN(C)C(=O)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,,39070464,,2.287260229,13.3571794,1.7166E-06,1.716600222
Mid,Esi+,DTXSID7040287,Chloroxuron,DTXCID5020287,C15H15ClN2O2,290.0822054,CN(C)C(=O)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,8.15,0,,,0.122,14798448,,CN(C)C(=O)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,,14798448,,2.287260229,13.3571794,6.50185E-07,0.650184731
Low,Esi+,DTXSID7040287,Chloroxuron,DTXCID5020287,C15H15ClN2O2,290.0822054,CN(C)C(=O)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,8.15,0,,,0.024,2769049,,CN(C)C(=O)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,,2769049,,2.287260229,13.3571794,1.21661E-07,0.121660959
High,Esi+,DTXSID7037551,Fenuron,DTXCID5017551,C9H12N2O,164.094963,CN(C)C(=O)NC1=CC=CC=C1,1.44,0,,,0.49,16266894,,CN(C)C(=O)NC1=CC=CC=C1,,16266894,,2.189018655,13.31856189,7.81165E-07,0.781164938
Mid,Esi+,DTXSID7037551,Fenuron,DTXCID5017551,C9H12N2O,164.094963,CN(C)C(=O)NC1=CC=CC=C1,1.44,0,,,0.122,5476418,,CN(C)C(=O)NC1=CC=CC=C1,,5476418,,2.189018655,13.31856189,2.62987E-07,0.262987251
Low,Esi+,DTXSID7037551,Fenuron,DTXCID5017551,C9H12N2O,164.094963,CN(C)C(=O)NC1=CC=CC=C1,1.44,0,,,0.024,1189921,,CN(C)C(=O)NC1=CC=CC=C1,,1189921,,2.189018655,13.31856189,5.71421E-08,0.057142105
High,Esi+,DTXSID1032569,Pirimicarb,DTXCID9012569,C11H18N4O2,238.1429758,CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C,5.19,0,,,0.49,40936074,11883601,CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C,0.00000049,40936074,8.3543E+13,2.812824636,13.56377207,1.11772E-06,1.117722816
Mid,Esi+,DTXSID1032569,Pirimicarb,DTXCID9012569,C11H18N4O2,238.1429758,CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C,5.19,0,,,0.122,12179319,3415108,CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C,0.000000122,12179319,9.98305E+13,2.812824636,13.56377207,3.32545E-07,0.332545391
Low,Esi+,DTXSID1032569,Pirimicarb,DTXCID9012569,C11H18N4O2,238.1429758,CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C,5.19,0,,,0.024,2296145,497760,CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C,0.000000024,2296145,9.56727E+13,2.812824636,13.56377207,6.26942E-08,0.062694182
High,Esi+,DTXSID2041880,Dimetilan,DTXCID0021880,C10H16N4O3,240.1222404,CN(C)C(=O)OC1=NN(C(=O)N(C)C)C(C)=C1,1.88,0,,,0.49,28860560,821109,CN(C)C(=O)OC1=NN(C(=O)N(C)C)C(C)=C1,,28860560,,2.736205878,13.53365422,8.44599E-07,0.844598952
Mid,Esi+,DTXSID2041880,Dimetilan,DTXCID0021880,C10H16N4O3,240.1222404,CN(C)C(=O)OC1=NN(C(=O)N(C)C)C(C)=C1,1.88,0,,,0.122,6449116,844846,CN(C)C(=O)OC1=NN(C(=O)N(C)C)C(C)=C1,,6449116,,2.736205878,13.53365422,1.88732E-07,0.188732187
Low,Esi+,DTXSID2041880,Dimetilan,DTXCID0021880,C10H16N4O3,240.1222404,CN(C)C(=O)OC1=NN(C(=O)N(C)C)C(C)=C1,1.88,0,,,0.024,1470519,256584,CN(C)C(=O)OC1=NN(C(=O)N(C)C)C(C)=C1,,1470519,,2.736205878,13.53365422,4.30345E-08,0.043034467
High,Esi+,DTXSID7042140,Methiuron,DTXCID5022140,C10H14N2S,194.0877696,CN(C)C(=S)NC1=CC(C)=CC=C1,2.49,0,,,0.49,17163742,,CN(C)C(=S)NC1=CC(C)=CC=C1,,17163742,,2.274987195,13.35235503,7.6253E-07,0.76253002
Mid,Esi+,DTXSID7042140,Methiuron,DTXCID5022140,C10H14N2S,194.0877696,CN(C)C(=S)NC1=CC(C)=CC=C1,2.49,0,,,0.122,4827652,,CN(C)C(=S)NC1=CC(C)=CC=C1,,4827652,,2.274987195,13.35235503,2.14477E-07,0.214477098
Low,Esi+,DTXSID7042140,Methiuron,DTXCID5022140,C10H14N2S,194.0877696,CN(C)C(=S)NC1=CC(C)=CC=C1,2.49,0,,,0.024,356964,,CN(C)C(=S)NC1=CC(C)=CC=C1,,356964,,2.274987195,13.35235503,1.58588E-08,0.015858766
High,Esi+,DTXSID7020504,4-Dimethylaminoantipyrine,DTXCID70504,C13H17N3O,231.1371622,CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,2.48,0,,,0.49,19680152,,CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,,19680152,,2.639594048,13.49567734,6.28566E-07,0.628566327
Mid,Esi+,DTXSID7020504,4-Dimethylaminoantipyrine,DTXCID70504,C13H17N3O,231.1371622,CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,2.48,0,,,0.122,4494326,,CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,,4494326,,2.639594048,13.49567734,1.43545E-07,0.143544724
Low,Esi+,DTXSID7020504,4-Dimethylaminoantipyrine,DTXCID70504,C13H17N3O,231.1371622,CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,2.48,0,,,0.024,559881,,CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,,559881,,2.639594048,13.49567734,1.78821E-08,0.017882095
High,Esi+,DTXSID6041422,7-(Dimethylamino)-4-methylcoumarin,DTXCID4021422,C12H13NO2,203.0946287,CN(C)C1=CC2=C(C=C1)C(C)=CC(=O)O2,5.09,0,,,0.49,19580818,3854155,CN(C)C1=CC2=C(C=C1)C(C)=CC(=O)O2,,19580818,,2.186708139,13.31765366,9.42274E-07,0.942273919
Mid,Esi+,DTXSID6041422,7-(Dimethylamino)-4-methylcoumarin,DTXCID4021422,C12H13NO2,203.0946287,CN(C)C1=CC2=C(C=C1)C(C)=CC(=O)O2,5.09,0,,,0.122,6370051,1300534,CN(C)C1=CC2=C(C=C1)C(C)=CC(=O)O2,,6370051,,2.186708139,13.31765366,3.06541E-07,0.306541479
Low,Esi+,DTXSID6041422,7-(Dimethylamino)-4-methylcoumarin,DTXCID4021422,C12H13NO2,203.0946287,CN(C)C1=CC2=C(C=C1)C(C)=CC(=O)O2,5.09,0,,,0.024,1300243,275749,CN(C)C1=CC2=C(C=C1)C(C)=CC(=O)O2,,1300243,,2.186708139,13.31765366,6.25707E-08,0.062570678
High,Esi+,DTXSID2020894,Michler's ketone,DTXCID80894,C17H20N2O,268.1575633,CN(C)C1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)N(C)C,8.43,0,,,0.49,36144512,,CN(C)C1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)N(C)C,0.00000049,36144512,7.37643E+13,3.449232418,13.81393586,5.54762E-07,0.554761747
Mid,Esi+,DTXSID2020894,Michler's ketone,DTXCID80894,C17H20N2O,268.1575633,CN(C)C1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)N(C)C,8.43,0,,,0.122,13200501,,CN(C)C1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)N(C)C,0.000000122,13200501,1.08201E+14,3.449232418,13.81393586,2.02607E-07,0.202607051
Low,Esi+,DTXSID2020894,Michler's ketone,DTXCID80894,C17H20N2O,268.1575633,CN(C)C1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)N(C)C,8.43,0,,,0.024,2553117,,CN(C)C1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)N(C)C,0.000000024,2553117,1.0638E+14,3.449232418,13.81393586,3.91864E-08,0.039186354
High,Esi+,DTXSID7031531,Leucomalachite green,DTXCID5011531,C23H26N2,330.2095988,CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)C1=CC=C(C=C1)N(C)C,12.52,0,,,0.49,88149672,,CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)C1=CC=C(C=C1)N(C)C,,88149672,,3.564418292,13.85921396,1.21901E-06,1.219008526
Mid,Esi+,DTXSID7031531,Leucomalachite green,DTXCID5011531,C23H26N2,330.2095988,CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)C1=CC=C(C=C1)N(C)C,12.52,0,,,0.122,18123132,,CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)C1=CC=C(C=C1)N(C)C,,18123132,,3.564418292,13.85921396,2.50622E-07,0.25062206
Low,Esi+,DTXSID7031531,Leucomalachite green,DTXCID5011531,C23H26N2,330.2095988,CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)C1=CC=C(C=C1)N(C)C,12.52,0,,,0.024,1956347,,CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)C1=CC=C(C=C1)N(C)C,,1956347,,3.564418292,13.85921396,2.7054E-08,0.027054028
High,Esi+,DTXSID1042154,Methyl red,DTXCID70809724,C15H15N3O2,269.1164267,CN(C)C1=CC=C(C=C1)N=NC1=CC=CC=C1C(O)=O,4.59,0,,,0.49,26314072,,CN(C)C1=CC=C(C=C1)N=NC1=CC=CC=C1C(O)=O,0.00000049,26314072,5.37022E+13,2.791276732,13.55530187,7.32633E-07,0.73263252
Mid,Esi+,DTXSID1042154,Methyl red,DTXCID70809724,C15H15N3O2,269.1164267,CN(C)C1=CC=C(C=C1)N=NC1=CC=CC=C1C(O)=O,4.59,0,,,0.122,10557015,,CN(C)C1=CC=C(C=C1)N=NC1=CC=CC=C1C(O)=O,0.000000122,10557015,8.65329E+13,2.791276732,13.55530187,2.93927E-07,0.293926858
Low,Esi+,DTXSID1042154,Methyl red,DTXCID70809724,C15H15N3O2,269.1164267,CN(C)C1=CC=C(C=C1)N=NC1=CC=CC=C1C(O)=O,4.59,0,,,0.024,,,CN(C)C1=CC=C(C=C1)N=NC1=CC=CC=C1C(O)=O,0.000000024,,,2.791276732,13.55530187,,
High,Esi+,DTXSID5020869,"4,4'-Methylenebis(N,N-dimethylaniline)",DTXCID70869,C17H22N2,254.1782987,CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1,10.57,0,,,0.49,42913424,,CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1,,42913424,,3.674041668,13.90230551,5.37388E-07,0.537387622
Mid,Esi+,DTXSID5020869,"4,4'-Methylenebis(N,N-dimethylaniline)",DTXCID70869,C17H22N2,254.1782987,CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1,10.57,0,,,0.122,11107244,,CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1,,11107244,,3.674041668,13.90230551,1.39092E-07,0.139091568
Low,Esi+,DTXSID5020869,"4,4'-Methylenebis(N,N-dimethylaniline)",DTXCID70869,C17H22N2,254.1782987,CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1,10.57,0,,,0.024,2060535,,CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1,,2060535,,3.674041668,13.90230551,2.58033E-08,0.025803255
High,Esi+,DTXSID4042252,4-(Dimethylamino)phenylthiocyanate,DTXCID2022252,C9H10N2S,178.0564695,CN(C)C1=CC=C(SC#N)C=C1,6.51,0,,,0.49,5982597,,CN(C)C1=CC=C(SC#N)C=C1,,5982597,,1.904216467,13.20660979,3.71775E-07,0.371774813
Mid,Esi+,DTXSID4042252,4-(Dimethylamino)phenylthiocyanate,DTXCID2022252,C9H10N2S,178.0564695,CN(C)C1=CC=C(SC#N)C=C1,6.51,0,,,0.122,1975268,,CN(C)C1=CC=C(SC#N)C=C1,,1975268,,1.904216467,13.20660979,1.22749E-07,0.122748514
Low,Esi+,DTXSID4042252,4-(Dimethylamino)phenylthiocyanate,DTXCID2022252,C9H10N2S,178.0564695,CN(C)C1=CC=C(SC#N)C=C1,6.51,0,,,0.024,459852,,CN(C)C1=CC=C(SC#N)C=C1,,459852,,1.904216467,13.20660979,2.85765E-08,0.028576451
High,Esi+,DTXSID0025101,3-Dimethylaminophenol,DTXCID105101,C8H11NO,137.084064,CN(C)C1=CC=CC(O)=C1,2.23,0,,,0.49,3674650,,CN(C)C1=CC=CC(O)=C1,0.00000049,3674650,7.49929E+12,2.062265607,13.26873689,1.97915E-07,0.197915174
Mid,Esi+,DTXSID0025101,3-Dimethylaminophenol,DTXCID105101,C8H11NO,137.084064,CN(C)C1=CC=CC(O)=C1,2.23,0,,,0.122,1088345,,CN(C)C1=CC=CC(O)=C1,0.000000122,1088345,8.92086E+12,2.062265607,13.26873689,5.86178E-08,0.058617825
Low,Esi+,DTXSID0025101,3-Dimethylaminophenol,DTXCID105101,C8H11NO,137.084064,CN(C)C1=CC=CC(O)=C1,2.23,0,,,0.024,198677,,CN(C)C1=CC=CC(O)=C1,0.000000024,198677,8.27821E+12,2.062265607,13.26873689,1.07007E-08,0.010700663
High,Esi+,DTXSID4024145,Hexazinone,DTXCID804145,C12H20N4O2,252.1586259,CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,3.81,0,,,0.49,28362984,,CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,,28362984,,2.774705878,13.54878807,8.01611E-07,0.801611327
Mid,Esi+,DTXSID4024145,Hexazinone,DTXCID804145,C12H20N4O2,252.1586259,CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,3.81,0,,,0.122,9981198,,CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,,9981198,,2.774705878,13.54878807,2.82094E-07,0.282094485
Low,Esi+,DTXSID4024145,Hexazinone,DTXCID804145,C12H20N4O2,252.1586259,CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,3.81,0,,,0.024,2155360,,CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,,2155360,,2.774705878,13.54878807,6.09161E-08,0.060916051
High,Esi+,DTXSID2037508,Chlordimeform,DTXCID0017508,C10H13ClN2,196.0767261,CN(C)C=NC1=CC=C(Cl)C=C1C,2.77,0,,,0.49,5488842,232215,CN(C)C=NC1=CC=C(Cl)C=C1C,0.00000049,5488842,1.12017E+13,2.753753592,13.540552,1.58099E-07,0.158098857
