Ionization_Mode,DTXSID,Preferred_Name,MS_READY_DTXCID,MS_READY_FORMULA,MS_READY_MONOISOTOPIC_MASS,MS_READY_SMILES,mean_RT,Observed_Isomer,Isomer_Number,Isomer_Order,Corrected_HighConc,Corrected_MidConc,Corrected_LowConc,mean_High_Intensity,mean_Mid_Intensity,mean_Low_Intensity,std_High_Intensity,std_Mid_Intensity,std_Low_Intensity
Esi-,DTXSID8024234,Norflurazon,DTXCID70810092,C12H9ClF3N3O,303.0386241,CN=C1C=NN(C2=CC=CC(=C2)C(F)(F)F)C(=O)C1Cl,6.38,0,,,,,,1955816,450274,77560,,,
Esi-,DTXSID8024238,Oryzalin,DTXCID904238,C12H18N4O6S,346.0947055,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)S(N)(=O)=O)[N+]([O-])=O,8.92,0,,,,,,1198449,293919,71609,,,
Esi-,DTXSID8025670,4-Methylumbelliferone,DTXCID805670,C10H8O3,176.0473441,CC1=CC(=O)OC2=C1C=CC(O)=C2,2.26,0,,,,,,7055727,1612632,282837,,,
Esi-,DTXSID8026068,Sulfathiazole,DTXCID606068,C9H9N3O2S2,255.0136189,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,0.57,0,,,,,,349770,176641,47685,,,
Esi-,DTXSID8026725,12-Hydroxyoctadecanoic acid,DTXCID606725,C18H36O3,300.266445,CCCCCCC(O)CCCCCCCCCCC(O)=O,12.43,0,,,,,,3707809,984686,162470,,,
Esi-,DTXSID8027323,4-Nitro-N-phenylaniline,DTXCID107323,C12H10N2O2,214.0742276,[O-][N+](=O)C1=CC=C(NC2=CC=CC=C2)C=C1,7.57,0,,,,,,9934652,3375704,610349,,,
Esi-,DTXSID8029868,Atorvastatin,DTXCID80197003,C33H35FN2O5,558.2530004,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CCC(O)CC(O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,8.17,0,,,,,,556373,151119,34966,,,
Esi-,DTXSID8033562,Hydroxyflutamide,DTXCID6013562,C11H11F3N2O4,292.0670913,CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,6.54,0,,,,,,47167784,14115895,2405940,,,
Esi-,DTXSID8034588,Famoxadone,DTXCID6014588,C22H18N2O4,374.1266571,CC1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(OC2=CC=CC=C2)C=C1,10.26,0,,,,,,492196,225184,45353,,,
Esi-,DTXSID8034792,Oxycarboxin,DTXCID6014792,C12H13NO4S,267.0565291,CC1=C(C(=O)NC2=CC=CC=C2)S(=O)(=O)CCO1,1.96,0,,,,,,686733,227378,44255,,,
Esi-,DTXSID8040484,Forskolin,DTXCID90209641,C22H34O7,410.2304534,CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C2(O)C(=O)CC(C)(OC12C)C=C,8.42,0,,,,,,1485626,616144,153341,,,
Esi-,DTXSID8044836,"2,4,4'-Trihydroxybenzophenone",DTXCID6024836,C13H10O4,230.0579088,OC1=CC=C(C=C1)C(=O)C1=CC=C(O)C=C1O,3.69,0,,,,,,5599407,2095882,461378,,,
Esi-,DTXSID8047262,CI-1029,DTXCID40210202,C28H37NO4S,483.2443298,CC(C)C1(CCC2=CC=C(N)C=C2)CC(=O)C(SC2=C(C=C(CO)C(C)=C2)C(C)(C)C)C(=O)O1,4.42,0,,,,,,3028157,1086388,212684,,,
Esi-,DTXSID8047266,CP-544439,DTXCID6027266,C18H19FN2O6S,410.0947857,ONC(=O)C1(CCOCC1)NS(=O)(=O)C1=CC=C(OC2=CC=C(F)C=C2)C=C1,5.27,0,,,,,,3349639,1202514,216666,,,
Esi-,DTXSID8047268,CI-959,DTXCID1027269,C14H15N5O3S,333.0895605,COC1=CC2=C(SC(C(=O)NC3=NN=NN3)=C2OC(C)C)C=C1,4.09,0,,,,,,340208,71446,,,,
Esi-,DTXSID9020322,Chlorpropamide,DTXCID30322,C10H13ClN2O3S,276.0335412,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,2.7,0,,,,,,3200742,1014152,194944,,,
Esi-,DTXSID9020451,"N,N'-Dicyclohexylthiourea",DTXCID70451,C13H24N2S,240.16602,S=C(NC1CCCCC1)NC1CCCCC1,8.37,0,,,,,,1909905,847211,311418,1802035,972835,
Esi-,DTXSID9020740,Indomethacin,DTXCID50740,C19H16ClNO4,357.0767857,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,6.81,0,,,,,,1497570,495735,103827,,,
Esi-,DTXSID9021134,1-Phenyl-2-thiourea,DTXCID801134,C7H8N2S,152.0408194,NC(=S)NC1=CC=CC=C1,0.87,0,,,,,,2158399,493452,100552,,,
Esi-,DTXSID9021188,Probenecid,DTXCID901188,C13H19NO4S,285.1034793,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,3.34,0,,,,,,2506846,562491,97306,,,
Esi-,DTXSID9021342,Bithionol,DTXCID701342,C12H6Cl4O2S,353.8842614,OC1=C(Cl)C=C(Cl)C=C1SC1=C(O)C(Cl)=CC(Cl)=C1,11.33,0,,,,,,10873457,3393893,443316,,,
Esi-,DTXSID9021479,"2,7-Acetylaminofluorene",DTXCID601479,C17H16N2O2,280.1211778,CC(=O)NC1=CC=C2C(CC3=C2C=CC(NC(C)=O)=C3)=C1,2.79,0,,,,,,784413,287044,56324,,,
Esi-,DTXSID9021683,Tridecanedioic acid,DTXCID901683,C13H24O4,244.1674593,OC(=O)CCCCCCCCCCCC(O)=O,5.87,0,,,,,,1020793,397787,,,,
Esi-,DTXSID9022526,Benzylparaben,DTXCID202526,C14H12O3,228.0786442,OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,7.8,0,,,,,,12027246,2793546,479789,,,
Esi-,DTXSID9022528,Ethylparaben,DTXCID002528,C9H10O3,166.0629942,CCOC(=O)C1=CC=C(O)C=C1,4,0,,,,,,4621288,993715,172072,,,
Esi-,DTXSID9022817,Carminic acid,DTXCID00209218,C22H20O13,492.0903907,CC1=C2C(=O)C3=C(C(O)=C(O)C(C4OC(CO)C(O)C(O)C4O)=C3O)C(=O)C2=CC(O)=C1C(O)=O,0.44,0,,,,,,726450,180354,,,,
Esi-,DTXSID9023706,Trilostane,DTXCID30209347,C20H27NO3,329.1990937,CC12CCC3C(CCC45OC4C(=O)C(CC35C)C#N)C1CCC2O,4.83,0,,,,,,916301,209640,,,,
Esi-,DTXSID9024772,4-Chlorobenzoic acid,DTXCID704772,C7H5ClO2,155.9978071,OC(=O)C1=CC=C(Cl)C=C1,0.99,0,,,,,,1053861,268272,,,,
Esi-,DTXSID9026261,"Tris(1,3-dichloro-2-propyl) phosphate",DTXCID206261,C9H15Cl6O4P,427.8839122,ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,10.49,0,,,,,,647340,168454,40050,197701,86239,
Esi-,DTXSID9027281,"2,3-Quinolinedicarboxylic acid",DTXCID907281,C11H7NO4,217.0375077,OC(=O)C1=C(N=C2C=CC=CC2=C1)C(O)=O,0.41,0,,,,,,299029,72501,,,,
Esi-,DTXSID9032329,Bensulide,DTXCID7012329,C14H24NO4PS3,397.0605088,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1,9.74,0,,,,,,175651,42576,,,,
Esi-,DTXSID9032375,Diflufenzopyr-sodium,DTXCID501049434,C15H12F2N4O3,334.0877466,CC(N=NC(=O)NC1=CC(F)=CC(F)=C1)C1=C(C=CC=N1)C(O)=O,1.45,0,,,,,,4527812,995693,172746,,,
Esi-,DTXSID9032379,Dithiopyr,DTXCID7012379,C15H16F5NO2S2,401.0542619,CSC(=O)C1=C(N=C(C(C(=O)SC)=C1CC(C)C)C(F)(F)F)C(F)F,11.62,0,,,,,,77242,,,,,
Esi-,DTXSID9034282,4-Chlorophenoxyacetic acid,DTXCID7014282,C8H7ClO3,186.0083718,OC(=O)COC1=CC=C(Cl)C=C1,1.19,0,,,,,,584236,190893,,350323,112261,
Esi-,DTXSID9034864,Propoxycarbazone-sodium,DTXCID6017704,C15H18N4O7S,398.0896201,CCCOC1=NN(C(=O)NS(=O)(=O)C2=C(C=CC=C2)C(=O)OC)C(=O)N1C,1.55,0,,,,,,119981,,,,,
Esi-,DTXSID9035175,Kinetin,DTXCID7015175,C10H9N5O,215.0807099,C(NC1=C2N=CN=C2N=CN1)C1=CC=CO1,1.8,0,,,,,,2966638,706273,122427,,,
Esi-,DTXSID9040265,Dinitramine,DTXCID7020265,C11H13F3N4O4,322.0888894,CCN(CC)C1=C(C=C(C(N)=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,10.2,0,,,,,,919222,213755,57416,,,
Esi-,DTXSID9040760,"{4-[({2-[3-Fluoro-4-(trifluoromethyl)phenyl]-4-methyl-1,3-thiazol-5-yl}methyl)sulfanyl]-2-methylphenoxy}acetic acid",DTXCID7020760,C21H17F4NO3S2,471.0585984,CC1=C(CSC2=CC(C)=C(OCC(O)=O)C=C2)SC(=N1)C1=CC=C(C(F)=C1)C(F)(F)F,10.26,0,,,,,,731463,227284,41098,,,
Esi-,DTXSID9043938,Monobenzyl phthalate,DTXCID7023938,C15H12O4,256.0735589,OC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1,2.45,0,,,,,,211789,67565,,,,
Esi-,DTXSID9046992,Nicardipine hydrochloride,DTXCID90197195,C26H29N3O6,479.2056357,COC(=O)C1C(C2=CC(=CC=C2)[N+]([O-])=O)C(C(=O)OCCN(C)CC2=CC=CC=C2)=C(C)N=C1C,9.84,0,,,,,,27096646,8771126,1711933,,,
Esi-,DTXSID9048516,PharmaGSID_48516,DTXCID601065037,C15H11ClFNO3S,339.0132203,FC1=CC=C(C(=O)NS(=O)(=O)C=CC2=CC=CC=C2)C(Cl)=C1,3.97,0,,,,,,757498,190280,36487,,,
Esi-,DTXSID9048518,PharmaGSID_48518,DTXCID301065038,C13H9BrFNO3S2,388.919127,FC1=CC(Br)=C(C=C1)C(=O)NS(=O)(=O)C=CC1=CC=CS1,3.64,0,,,,,,559738,139221,,,,
